,text,actions
1128,tried again still not responding to call rnr tried again this time number shows switch off,"['responding', 'call', 'switch off']"
1129,he said he thought of differnt so he said he is not intrested,"['said', 'thought', 'said']"
1130,tried again still not responding to call rnr he said he is not looking any investments,"['tried', 'responding', 'call', 'looking', 'investments']"
1131,he asked me to share details through whtsapp he said he will call me after 6pm today he said he will update me if he is interested to make investment,"['asked', 'share', 'whtsapp', 'said', 'call', 'said', 'update', 'interested']"
1132,he said he is in a meeting he said he will give me a call he said he need some more time to think not respondinng to calls and msgs,"['said', 'meeting', 'said', 'call', 'said', 'think', 'respondinng', 'calls', 'msgs']"
1133,not looking for any investment now lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"['looking', 'investment', 'lead', 'lead', 'amit']"
1134,had a call explained and shared details of investment through whtsapp he said he not yet checked he said once he go through the docs he said he will let me know he said he is not interested as of now,"['call', 'shared', 'checked', 'go through', 'docs', 'said', 'interested']"
1135,he said he dropped plan,['dropped']
1136,he said he not yet decided anything he said he will let me know if intretsed,"['said', 'decided', 'said']"
1137,had meeting in the office he said he will update us once he decides he said he need some time he said he will confirm once he decides he is not responding to call so i msgd him through whtsapp tried again he still not responding to calls and msgs tried again he still not responding to calls and msgs,"['meeting', 'update', 'decides', 'confirm', 'decides', 'responding', 'call', 'msgd', 'whtsapp', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1138,she said she dont know any investments,"['said', 'investments']"
1139,had a call explained and shared details through whtsapp he said he will think update he said his family members said no to the investment,"['call', 'shared', 'whtsapp', 'update', 'investment']"
1140,he said he is out of hyd from official work he said he will get back to me he said he will update me once reach to hyd he said he still not yet reached to hyd he said he will update once he reaches to hyd,"['said', 'hyd', 'back', 'update', 'hyd', 'reached', 'hyd', 'update', 'hyd']"
1141,he said he is evaluating the options once he decides he said he will update tried calling him he is not responding to calls and smsgs tried again still not responding to calls and msgs,"['said', 'evaluating', 'decides', 'said', 'update', 'responding', 'calls', 'smsgs', 'responding', 'calls', 'msgs']"
1142,had a call again and explained details he said he will check and upadte he said he is not intretsed,"['call', 'explained', 'check', 'upadte']"
1143,he said he is not intrested in landing so shared debenture details,"['said', 'intrested', 'landing', 'shared']"
1144,he didnt responded to call so msgd him through whtsapp not responding to call and msgs not responding to calls and msgs,"['responded', 'call', 'msgd', 'responding', 'call', 'msgs', 'responding', 'calls', 'msgs']"
1145,he said he didint enquired any investmnts,"['said', 'enquired', 'investmnts']"
1146,tried again she still not responding to calls and msgs tried again she still not responding to calls and msgs ,"['responding', 'calls', 'msgs', 'calls', 'msgs']"
1147,tried again he didint responded to call rnr tried again he is not responding to call,"['tried', 'responded', 'call', 'responding']"
1148,she said she is discussing she will said she will update she said she not yet decided antthing she is not responding to calls and msgs,"['said', 'discussing', 'update', 'decided', 'responding', 'calls', 'msgs']"
1149,tried again still not responding to calls so msgd him through whtsapp he is not responding to calls and msgs,"['tried', 'responding', 'msgd', 'whtsapp', 'responding', 'calls', 'msgs']"
1150,tried again to call him he is not responding to call he said he is not intrested,"['tried', 'call', 'responding', 'intrested']"
1151,tried again still he is not responding to call he said he is not interested as of now,"['tried', 'responding', 'interested']"
1152,had a call and shared details of investment through whtsapp he said he will let me know once he decide,"['call', 'shared', 'decide']"
1153,he asked me to share details through whtsapp he said he not yet gone through the details he said he will go through and let us know he said he had not yet decided he is not responding to calls and msgs,"['asked', 'share', 'said', 'said', 'go through', 'said', 'decided', 'responding', 'calls', 'msgs']"
1154,tried again still he is not responding to call rnr he said he is not intrtsted,"['tried', 'responding', 'call', 'intrtsted']"
1155,he said he is not intretsed in any kind of investments,"['said', 'intretsed', 'investments']"
1156,still not responded to msg he is not responding to whtsapp calls and msgs,"['responded', 'responding', 'calls', 'msgs']"
1157,had a call and explained details of investment and shared details through whatsapp he said he is going through the details once he go through he said he will update he is not responding to calls and msgs,"['call', 'explained', 'investment', 'shared', 'whatsapp', 'going through', 'go through', 'said', 'update', 'responding', 'calls', 'msgs']"
1158,he is speaking in kanada and disconnected the call,"['speaking', 'kanada', 'disconnected', 'call']"
1159,not responded to calls and msgs still not responded to msg yet,"['responded', 'calls', 'msgs', 'responded', 'msg']"
1160,had a call he asked me to share details through whtsapp he is not responding to calls and msgs he said he is not intrested,"['call', 'asked', 'share', 'responding', 'calls', 'msgs']"
1161,he said he didint decided anything yet he is not responding to calls and msgs,"['said', 'decided', 'responding', 'calls', 'msgs']"
1162,he asked me to share details through whtsapp not responding to calls and msgs he said he is travelling so he will call me once he get free he said he is bit occupied he there is any update he said he will let me know,"['asked', 'share', 'whtsapp', 'calls', 'msgs', 'travelling', 'call', 'free', 'occupied', 'update']"
1163,tried again not responding to call rnr had a call explained and shared details through whtsapp he said he will think and update he is not responding to calls and msgs,"['tried', 'responding', 'call', 'call', 'shared', 'said', 'think', 'update', 'responding', 'calls', 'msgs']"
1164,he said he will conform with his father about the funds and update us his father said he is not prepared to invest,"['said', 'conform', 'update', 'prepared', 'invest']"
1165,tried again still number shows busy so msgd him through whtsapp,"['busy', 'msgd', 'whtsapp']"
1166,he asked me to share details through whtsapp he said he will attend the webinar he is not responding to calls and mgs tried again he is still not responding to calls and msgs,"['asked', 'share', 'whtsapp', 'said', 'attend', 'responding', 'calls', 'mgs', 'responding', 'calls', 'msgs']"
1167,she said she will update if any thing is there she said she not yet decided she said she will let me know once she decides she is not responding to calls and msgs,"['said', 'update', 'said', 'decided', 'said', 'decides', 'responding', 'calls', 'msgs']"
1168,she said she want to own the property,"['said', 'own']"
1169,he said he not yet decided he said he is not intrested to proceed,"['said', 'decided', 'proceed']"
1170,had a call explained and shared details through whtsapp he said he need to discuss with his people he said he will revert soon he said he need a day or so to talk with his people he said he will update me,"['call', 'shared', 'discuss', 'revert', 'talk', 'update']"
1171,he said he will update me once he decides he said he is not intretsed as of now,"['update', 'decides', 'intretsed']"
1172,didnt answer the call hence call back tomorrow by 11 rnr lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"['answer', 'call', 'call', 'lead', 'lead']"
1173,he said he will visit the site and update he said untill and unless he cant visit the site he cant take any decision he said he said he is not intrested,"['said', 'visit', 'update', 'visit', 'take', 'decision', 'said', 'said']"
1174,tried again number shows currently busy ,['busy']
1175,number not getting connected,['connected']
1176,call disconnected when i said about the investment,"['disconnected', 'said', 'investment']"
1177,he said he will update if he want to proceed further he said he postponed the plan,"['update', 'proceed', 'postponed']"
1178,he has forgotten the returns and other dtails hence sending the deck and how it works again and call back tomorrow morning at 11 lead assigned to ramakrishna katta by anshul ,"['forgotten', 'returns', 'dtails', 'sending', 'deck', 'works', 'call']"
1179,tried again he is still not responding to call tried again he is still not responding to call this time he is disconnecting the call,"['responding', 'call', 'tried', 'responding', 'disconnecting', 'call']"
1180,incoming calls not in service tried again still call not connecting not responded to msg,"['incoming', 'calls', 'service', 'call', 'connecting', 'responded']"
1181,had a call explained and shared details through whtsapp he said he is not intretsed,"['call', 'shared']"
1182,not responding to call so msggd him through whtsapp he said he is busy so asked me to give a call by next week,"['responding', 'call', 'msggd', 'busy', 'asked', 'call']"
1183,he said he need some time to update me he said he is not interested as of now,"['update', 'interested']"
1184,he is speaking in tamil and disconnected the call,"['speaking', 'tamil', 'disconnected', 'call']"
1185,not yet decided anything on the investment not responding to calla ns msgs,"['decided', 'responding', 'ns', 'msgs']"
1186,interested only in mumbai based projects not anywhere else lead assigned to ramakrishna katta by anshul ,['interested']
1187,tried again he still not responded to call tried again still he is not responding to call,"['tried', 'responded', 'call', 'tried', 'responding', 'call']"
1188,he said he will check and update he said he will update once they decide not responding to calls and msgs tried again still not responding to calls and msgs,"['said', 'check', 'update', 'update', 'decide', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1189,tried again he still not responding to call tried again h is not responding to call,"['tried', 'responding', 'tried', 'responding']"
1190,had a call and explained and shared details through whtsapp she said she not yet decided annything she said she wants to invest in freehold properties,"['call', 'shared', 'decided', 'said', 'invest']"
1191,he is not responding to calls and msgs had a meeting in the office he said he will check the legal and upadte soon he said he went to orissa on meeting he said he will call me once he get free he said he is not intretsed,"['responding', 'calls', 'msgs', 'meeting', 'check', 'upadte', 'meeting', 'call', 'free', 'intretsed']"
1192,had a call explained and shared details of investment through whtsapp he said he not yet decided anything not responding to calls and msgs tried again he is not responding to calls and msgs,"['call', 'shared', 'decided', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1193,he asked me share details through whtsapp he said he is not looking any investment as early,"['asked', 'share', 'whtsapp', 'said', 'looking', 'investment']"
1194,he said he need more to think not responding to calls and msgs he said he is dropping now,"['said', 'think', 'responding', 'calls', 'msgs', 'dropping']"
1195,no response lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"['response', 'lead', 'lead']"
1196,tried calling him twice he is not responding to call tried again still he did not responding to call had a call and explained and shared details of investment through whtsapp he said he is not lloking as of now to invest,"['tried', 'calling', 'responding', 'call', 'tried', 'responding', 'call', 'call', 'shared', 'investment', 'lloking', 'invest']"
1197,he said he is looking for a trading options not in debenture he said,"['said', 'trading']"
1198,he said he not yet decided he said once he decides he will let me know not responding to calls and msgs,"['said', 'decided', 'said', 'decides', 'responding', 'calls', 'msgs']"
1199,tried again still not responding to call switched off ,"['responding', 'switched off']"
1200,she is disconnecting the call,"['disconnecting', 'call']"
1201,he said he not yet decided he said he will update once he decides he is not responding to calls and msgs,"['said', 'decided', 'update', 'decides', 'responding', 'calls', 'msgs']"
1202,tried again still not responding to call rnr tried again still not responding to call rnr he said he is not intretsed,"['tried', 'responding', 'call', 'responding', 'call']"
1203,number is currently busy still number gets busy,"['busy', 'busy']"
1204,he still not responded to msg and calls,"['responded', 'msg', 'calls']"
1205,he said he not yet decided anything on the investment she is not responding to calls and msgs tried again she is not responding to calls and msgs,"['said', 'decided', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1206,not yet received response from his side he said he will update once he decides,"['received', 'response', 'update', 'decides']"
1207,lead assigned to venkat ghanusala by assetmonk not responding to call busy tried again still not responding to call rnr tried again still not responding to call rnr ,"['responding', 'busy', 'responding', 'call', 'responding', 'call']"
1208,had a call and explained all the details and shared details through whtsapp number got busy msgd him through whtsapp he asked us to come to his place in koti,"['call', 'explained', 'shared', 'busy', 'msgd', 'asked']"
1209,he asked me to share details through whtsapp he said he not yet decided anything yet he said if anythng is there he will update as of no he said,"['asked', 'share', 'decided', 'update']"
1210,had a call and explained and shared details of investment through whtsapp he said at this moment he cannot invest,"['call', 'shared', 'investment', 'said', 'invest']"
1211,he said he will update me once he decides he said if he is interested he will update,"['said', 'update', 'decides', 'interested', 'update']"
1212,he said he is looking for commercial space in 10 lakhs,"['looking', 'commercial']"
1213,he said he will connect with me after some time tried again still not responding to call rnr,"['said', 'connect', 'responding', 'call']"
1214,he said he didint not yet decided anything he is not responding to calls and msgs tried again still not responding to calls and msgs tried again still not responding to calls and msgs ,"['said', 'decided', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1215,he is not responding to calls and msgs tried again still not responding to calls and msgs tried again still not responding to calls and msgs ,"['responding', 'calls', 'msgs', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1216,not that interested he said,['interested']
1217,had a call explained and shared details through whtsapp not responding to calls and msgs tried again still not responding to calls and msgs,"['call', 'shared', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1218,had a call explained and shared details through whtsapp he is not responding to calls and msgs he said this sunday he will give me a call to discuss he said he still not yet gone through the documents he said he will check and update he said he will talk to me on weekend he said he will let me know if is intrested he is not responding to calls and msgs,"['call', 'shared', 'responding', 'calls', 'msgs', 'call', 'discuss', 'check', 'update', 'responding', 'calls', 'msgs']"
1219,she said she will call me once she get free she is not responding to calls and msgs tried again she is not responding to calls and msgs ,"['said', 'call', 'free', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1220,number busy tried again he still not responding to call,"['busy', 'tried', 'responding', 'call']"
1221,had a call and explained and shared details of investment through whtsapp he met in the office had a meeting he looks like he is not much keen he said he will pass this opportunity he said he is not intrested,"['call', 'shared', 'met', 'meeting', 'keen', 'said', 'pass']"
1222,number switched off he said he is not looking any investments,"['switched off', 'looking', 'investments']"
1223,tried again still not responding to call rnr tried again stillnot responding to call rnr not responding to call rnr tried again stillnot responding to call rnr ,"['tried', 'responding', 'call', 'responding', 'call', 'responding', 'call', 'responding', 'call']"
1224,he asked me to share details through whtsapp he said he not yet decided he said he is tied up with work he said he will get back soon he is not responding to properly whenever i am calling he is saying he will call me back,"['asked', 'share', 'whtsapp', 'decided', 'said', 'tied up', 'back', 'responding', 'calling', 'call']"
1225,he said he will update after going through the documents he said he didint deided anything yet,"['said', 'update', 'going through', 'said', 'deided']"
1226,he disconnected the call when i asked him about the update on the investment,"['disconnected', 'call', 'asked', 'update', 'investment']"
1227,tried again still he is not responding to call tried again this time he is disconnecting the call,"['tried', 'responding', 'call', 'tried', 'disconnecting', 'call']"
1228,had a call and shared details of investment through whtsapp he is not responding to calls and msgs he said he will let me know if he decides not responding to call and msgs,"['call', 'shared', 'responding', 'calls', 'msgs', 'said', 'decides', 'responding', 'call', 'msgs']"
1229,he said he not yet gone through the details he said he will check and update he is not responding to calls and msgs he said he is busy in meetings so he said he will call me back in evening,"['said', 'gone', 'said', 'check', 'update', 'responding', 'calls', 'msgs', 'busy', 'meetings', 'call']"
1230,tried again he is not responding to calls and msgs tried again he still not responding to calls and msgs,"['responding', 'calls', 'msgs', 'calls', 'msgs']"
1231,he said he is not yet decided once he decide he said he will let me know he said as of now he pass this option,"['said', 'decided', 'decide', 'said', 'said', 'pass']"
1232,number busy call disconnecting,"['busy', 'disconnecting']"
1233,he is an oci living in singapore he cant invest in ncd explained about ccd he said he will read about the company and come back ,"['oci', 'invest', 'read', 'come']"
1234,had a call explained and shared details through whtsapp he said he will check and update once he decides,"['call', 'shared', 'said', 'check', 'update', 'decides']"
1235,he said he not yet decided had a call and shared zoom link,"['said', 'decided', 'call', 'shared', 'zoom link']"
1236,he said he will update once he decides he is not responding to calls and msgs tried again he still not responding to calls and msgs,"['update', 'decides', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1237,he said he did not enquired anything like that,"['said', 'enquired']"
1238,he said he not yet gone through the details he said he will update not responding to calls and msgs,"['said', 'gone', 'said', 'update', 'responding', 'calls', 'msgs']"
1239,number not in service tried again he still not responding to call,"['service', 'tried', 'responding', 'call']"
1240,had a call and explained and shared details of investment through whatsapp,"['call', 'explained', 'shared', 'investment', 'whatsapp']"
1241,not responding to calls and msgs he said as of now he is not intretsed,"['responding', 'calls', 'msgs', 'said']"
1242,not responding to calls and msgs again explained the details he said he will think and decide not responding to calls and msgs,"['responding', 'calls', 'msgs', 'said', 'think', 'decide', 'responding', 'calls', 'msgs']"
1243,he said he will call me when he is free he said he will give me a call once he get free had a call again and explained details he said he will update he said he will update me once he decides he said he is not interested as of now,"['said', 'call', 'free', 'call', 'free', 'call', 'update', 'update', 'decides', 'interested']"
1244,i tried calling him he is not responding to call and msgs tried again he still not responding to calls and msgs,"['calling', 'responding', 'call', 'msgs', 'calls', 'msgs']"
1245,not responding to calls and msgs tried again he still not responding to call,"['responding', 'calls', 'msgs', 'responding', 'call']"
1246,tried again still number shows busy still number shows busy,"['tried', 'busy', 'busy']"
1247,not responded to call so msgd him through whtsapp he said he is not intrested,"['responded', 'call', 'msgd', 'intrested']"
1248,had a call and shared details through whtsapp not responding to calls and msgs,"['call', 'shared', 'calls', 'msgs']"
1249,he said he is looking for ready to occupy flats,['occupy']
1250,tried again he still not respondng to call tried again he still not responding to call,"['tried', 'respondng', 'tried', 'responding', 'call']"
1251,he said he not yet decided he said he will update once he decides he said he will pass this option,"['said', 'decided', 'update', 'pass']"
1252,tried again he still not responding to call rnr had a call and explained details of investment and shared details through whtsapp he said he will update soon once he decides he is not responding to calls and msgs,"['tried', 'responding', 'call', 'call', 'explained', 'investment', 'shared', 'said', 'update', 'decides', 'responding', 'calls', 'msgs']"
1253,had a call he said he is busy so asked me to share details through whtsapp he said if he is interested he will only call back,"['call', 'busy', 'share', 'interested', 'call']"
1254,call is not getting connected he asked me to share details through whtsapp he is not responding to calls and msgs tried again he still not responding to calls and msgs,"['call', 'connected', 'asked', 'share', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1255,he said he will skip this,['skip']
1256,had a call and explained and shared details through whtsapp she said she will call me back later she said she is in family function once he get free she said she will call me,"['call', 'shared', 'call', 'free', 'call']"
1257,he said he is busy with some work he said he will call me once he get free he said he will only call me once he get free tried multiple times he is not responding to call,"['said', 'busy', 'work', 'call', 'free', 'call', 'free', 'responding', 'call']"
1258,trid again still not respondng to calls and msgs,"['respondng', 'calls', 'msgs']"
1259,he said he is not intrested not responding to call so msgd him through whtsapp he said he is not intrested,"['said', 'intrested', 'responding', 'call', 'msgd', 'intrested']"
1260,still not responding to call tried again this time he said he is not intretsed,"['responding', 'call', 'tried', 'intretsed']"
1261,number switched off some one picked up the call and said he is not intrestd,"['switched off', 'picked', 'call', 'said', 'intrestd']"
1262,had a call and explained details shared details through whtsapp tried calling him he is not responding to calls and msgs tried calling again he is not responding to calls and msgs,"['call', 'shared', 'calling', 'responding', 'calls', 'msgs', 'calling', 'responding', 'calls', 'msgs']"
1263,had a call explained all the details and shared details through whtsapp had a call again explained tax thing and shared documents he said he will check and update he said he is in holiday he will back on 6th so asked me wait he said he is in holiday he will back on 6th so asked me wait tried multiple times he is not responding to calls and msgs,"['call', 'shared', 'call', 'shared', 'check', 'update', 'holiday', 'asked', 'holiday', 'asked', 'calls', 'msgs']"
1264,he said he is just exploring that he said he is not intrested,"['said', 'exploring', 'intrested']"
1265,tried reaching him again still not responding to msgs and calls tried again still he is not responding to calls and msgs,"['tried', 'responding', 'msgs', 'calls', 'responding', 'calls', 'msgs']"
1266,tried again he still not responding to call she asked me to share details through whtsapp she said she will take time to take any decision she is not responding to calls and msgs,"['tried', 'responding', 'call', 'asked', 'share', 'said', 'take', 'decision', 'responding', 'calls', 'msgs']"
1267,not responding to calls and msgs tried again snot responding to calls and msgs,"['responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1268,he sad he didint enquired,"['sad', 'enquired']"
1269,he said is looking to start his business,"['looking', 'start']"
1270,not yet decided he said he is not intrested,['decided']
1271,he said he not yet deicded anything yet he said he has a land to develop in andhra he is asking for that,"['said', 'deicded', 'said', 'develop', 'asking']"
1272,still not responded to msg still not responding to msgs,"['responded', 'responding', 'msgs']"
1273,had a call he asked me to share debenture details he said he already finalised one asset and invested,"['call', 'asked', 'share', 'finalised', 'invested']"
1274,not responding to calls and msgs he is not responding to calls and msgs,"['responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1275,he said he will keep me posted he disconnected the call when i said about the investment,"['said', 'posted', 'disconnected', 'call', 'said', 'investment']"
1276,he said he will update me once he decides number shows busy so msgd him through whtsapp he is not responding to calls and msgs,"['said', 'update', 'decides', 'busy', 'msgd', 'responding', 'calls', 'msgs']"
1277,had a call explained and shared details through whtsapp she is not responding to calls and msgs she said she is not intretsed she is looking for a land,"['call', 'shared', 'responding', 'calls', 'msgs', 'looking']"
1278,he said he will call me back if intretsed he said he is not responding to calls and msgs tried again still not responding to calls and msgs,"['call', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1279,had a call and explained and shared details of investment through whtsapp he said he need more time to think,"['call', 'explained', 'shared', 'said', 'think']"
1280,still number shows busy he said he is not intrested,"['busy', 'intrested']"
1281,he said still discussing so he said he will let me know he said he kept his investment on hold if there is nay changes he said he will update,"['discussing', 'investment', 'changes', 'update']"
1282,he said he is not intrseted,['intrseted']
1283,he said he will call me once he get free he is not responding to calls and msgs tried again still not responding to calls and msgs,"['said', 'call', 'free', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1284,he said he not yet decided anything he said he is not intretsed,"['said', 'decided', 'intretsed']"
1285,still number shows off still not responding to msgs,"['responding', 'msgs']"
1286,he said he will update on the investment he is not responding to calls and msgs,"['said', 'update', 'responding', 'calls', 'msgs']"
1287,not responding to call and msgs lead assigned to raj hegde by anshul ,"['responding', 'call', 'msgs']"
1288,tried again still not responded to call rnr tried again still not responding to call rnr,"['tried', 'responded', 'call', 'responding']"
1289,had a call explained and shared details through whatsapp he said he will check and update he said he need some time to make decision he said he will update once he decides he said he is not interested as of now,"['call', 'shared', 'whatsapp', 'check', 'update', 'decision', 'update', 'decides', 'interested']"
1290,he said he is in meeting so asked me to share details through whtsapp not responding to calls and msgs he is not responding to calls and msgs,"['said', 'meeting', 'asked', 'share', 'whtsapp', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1291,mail shared once again as he has not received it yet call back on 18th of may to followup and understand his interest level lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"['shared', 'received', 'call', 'followup', 'understand', 'interest']"
1292,tried again he is not responding to call rnr tried again still not responding to call,"['tried', 'responding', 'call', 'responding', 'call']"
1293,not responding to call rnr had a call and explained and shared details through whtsappp he is not responding to calls and msgs,"['responding', 'call', 'call', 'shared', 'responding', 'calls', 'msgs']"
1294,he asked me to share details through whtsapp along with the zoom link,"['asked', 'share', 'whtsapp', 'zoom link']"
1295,tried again he is still not responding to call trid again this time he phn is off tried again he still is not responding to call,"['tried', 'responding', 'call', 'trid', 'phn', 'responding', 'call']"
1296,shared contact number with manoj sir to talk further about the investment he said he is not intrrested,"['shared', 'talk', 'investment']"
1297,not responding to calls and smsgs tried again he still not responding to calls and msgs,"['responding', 'calls', 'smsgs', 'responding', 'calls', 'msgs']"
1298,he is not responding to call so msgd him through whtsapp he is not responding to calls and msgs,"['responding', 'msgd', 'whtsapp', 'responding', 'calls', 'msgs']"
1299,not at decided need some time to think not at decided need some time to think,"['decided', 'think', 'think']"
1300,not yet decided he said he said he is not intrested,"['decided', 'intrested']"
1301,he said he will review and come back he is not responding to calls and msgs tried again he still not responding to calls and msgs,"['said', 'review', 'come', 'back', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1302,she asked me to share details through whtsapp she said she will call me once she get free she is saying she wants to promote her products in webinar,"['asked', 'share', 'whtsapp', 'said', 'call', 'free', 'promote']"
1303,from bangalore interested in ncd wants to see the testimonials lead assigned to ramakrishna katta by anshul ,"['bangalore', 'ncd', 'testimonials']"
1304,she said she will call me back in weekend she is not responding to calls and msgs,"['said', 'call', 'responding', 'calls', 'msgs']"
1305,he said he did not enquired any investments,"['said', 'enquired', 'investments']"
1306,had a call and explained and shared details through whtsapp he said he need more time to think he said he is not intretsed,"['call', 'shared', 'think', 'said']"
1307,not yet decided anything on the investment he said he is not intrested,"['decided', 'investment', 'intrested']"
1308,she said she is looking for the property in incor lake city forwarded number to manoj sir,['looking']
1309,he said he will check and update he said he not yet decided anything yet he said he is not intrested,"['said', 'check', 'update', 'said', 'decided', 'said', 'intrested']"
1310,not interested as of now,['interested']
1311,he disconnected the call he said he is not intretsed,"['disconnected', 'call', 'intretsed']"
1312,he said he will think and update on it he said he is some where in out side so he said he will call me back tried again he is not responding to calls and msgs,"['said', 'think', 'update', 'said', 'said', 'call', 'responding', 'calls', 'msgs']"
1313,tried again not responding to call tried again still is not responding to call,"['tried', 'responding', 'responding', 'call']"
1314,he asked me to share details through whtsapp he said he will update once he decides he said he is not intretsed,"['asked', 'share', 'whtsapp', 'said', 'update', 'decides', 'said']"
1315,tried again still number shows busy so msgd him through whtsapp he is not responding to calls and msgs,"['busy', 'msgd', 'whtsapp', 'responding', 'calls', 'msgs']"
1316,he said he didint enquird,"['said', 'enquird']"
1317,not resonding to calls and msgs,"['resonding', 'calls', 'msgs']"
1318,she said she not yet decided anything on the investment she is not responding to calls and msgs,"['said', 'decided', 'responding', 'calls', 'msgs']"
1319,tried multiple times not responding to calls and msgs,"['responding', 'calls', 'msgs']"
1320,had a call and explaine and shared details through whtsapp he said he is not intrested as of now,"['call', 'explaine', 'shared']"
1321,tried again still number shows busy tried again still not responding to calls and msgs,"['busy', 'responding', 'calls', 'msgs']"
1322,had a call she asked me to share details through whtsapp she said she is not intrested,"['call', 'asked', 'share']"
1323,he said he didint decided anything yet not responding to calls and msgs,"['said', 'decided', 'responding', 'calls', 'msgs']"
1324,he said incase he is interested he said he will let me know,"['said', 'interested', 'said']"
1325,had a call and explained and shared details through whtsapp he said he not yet decided he is not responding to calls and msgs,"['call', 'shared', 'decided', 'responding', 'calls', 'msgs']"
1326,had a call he said he is busy so asked me to share details through whtsapp he said he will call me next week tried calling him he is not responding to calls and msgs,"['call', 'busy', 'asked', 'share', 'said', 'call', 'calling', 'responding', 'calls', 'msgs']"
1327,he said he not intrested,"['said', 'intrested']"
1328,he said he will visit the site and let us know he said he not yet visited the site he said he not yet decided anything so far number switched off he said until he will not visit the site he cant make decision he said not sure about the investment,"['said', 'visit', 'visited', 'decided', 'switched off', 'visit', 'decision', 'investment']"
1329,number still shows busy he said he is not intrested,"['busy', 'intrested']"
1330,not interested and not enquired he said,"['interested', 'enquired']"
1331,he said he will update me once he decides he went to see the site he said he will update once they decide internally he said he havent decided anything he said he will visit boston premises one day and take decision accordingly he said he is busy he will update me once he get free,"['update', 'decides', 'see', 'update', 'decide', 'decided', 'visit', 'take decision', 'busy', 'update', 'free']"
1332,not responding to callk rnr tried again he still not responding to call,"['responding', 'callk', 'responding', 'call']"
1333,he said he need more to think he is not responding to calls and msgs,"['responding', 'calls', 'msgs']"
1334,tried again he still not responded to call,"['responded', 'call']"
1335,tried again he still not responded to call so msgd him through whtsapp he didint responded to msg yet tried again he is not responding to call,"['tried', 'responded', 'msgd', 'whtsapp', 'responded', 'msg', 'tried', 'responding']"
1336,she said she didnt enquired,"['said', 'enquired']"
1337,he asked me to share details through whtspp he said he not yet decided he said he is not intrested,"['asked', 'share', 'whtspp', 'said', 'decided', 'said']"
1338,tried again stillnot responding to call rnr tried again still not responding to call rnr ,"['tried', 'responding', 'call', 'responding']"
1339,tried again still he is not responding to call busy still he is not responding to calls and msgs,"['tried', 'responding', 'busy', 'responding', 'calls', 'msgs']"
1340,had a call and shared details of investment through whtsapp he said he not yet decided anything so asked me to wait for the update not responding to calls and msgs tried again not responding to calls and msgs,"['call', 'shared', 'decided', 'asked', 'wait', 'update', 'responding', 'calls', 'msgs', 'calls', 'msgs']"
1341,she said she cant speak now she said she will call me later she is not responding to calls and msgs,"['said', 'speak', 'call', 'responding', 'calls', 'msgs']"
1342,tried calling him again but he is not responding to call,"['tried', 'calling', 'responding', 'call']"
1343,he said he cant afford 10 lakhs,"['said', 'afford']"
1344,he wants to own the property not interested in passing ownership also he is not confident about the company as he could not even find out address in the website lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"['own', 'passing', 'confident', 'find', 'lead']"
1345,he is not responding to calls and msgs he said he is short of funds so he said he can not able to proceed,"['responding', 'calls', 'msgs', 'said', 'proceed']"
1346,tried again still not responding to call rnr he said he didint enquired,"['tried', 'responding', 'call', 'enquired']"
1347,he said he not yet decided anything he said he is not intretsed as of now,"['said', 'decided', 'intretsed']"
1348,the number currently busy tried again still not responding to call,"['busy', 'tried', 'responding', 'call']"
1349,tried again to reach him out still he is not responding to call,"['tried', 'responding', 'call']"
1350,he said he is looking at less than 3 years investment,"['looking', 'investment']"
1351,not responding to call so msgd him through whtsapp not responding to calls and msgs tried again still not responding to calls and msgs,"['responding', 'call', 'msgd', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1352,he said he will update you on the investment once he decides not responding to calls and mags,"['said', 'update', 'decides', 'responding', 'calls', 'mags']"
